"cement","slag","ash","water","superplastic","coarseagg","fineagg","age","strength","ti_le_nuoc_ximang","log_strength"
167,75.4,167,164,7.9,1007.3,770.1,56,53.46,0.982,3.99746648724561
381.4,0,0,185.7,0,1104.6,784.3,28,22.49,0.487,3.15657479867082
500,0,0,200,0,1125,613,28,44.09,0.4,3.80866049243299
212,141.3,0,203.5,0,973.4,750,28,33,0.96,3.52636052461616
255,0,0,192,0,889.8,945,7,10.22,0.753,2.41769790009455
220.8,147.2,0,185.7,0,1055,744.3,7,13.09,0.841,2.64546532591059
192,288,0,192,0,929.8,716.1,28,39.32,1,3.69684762376311
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,50.08,0.724,3.93339303116434
190.3,0,125.2,161.9,9.9,1088.1,802.6,3,9.45,0.851,2.34660197841082
540,0,0,162,2.5,1040,676,28,79.99,0.3,4.3943256902609
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3,0.455,4.38576962095272
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,0.724,3.9740583963476
289,0,0,192,0,913.2,895.3,7,14.6,0.664,2.74727091425549
108.3,162.4,0,203.5,0,938.2,849,28,20.59,1.879,3.07223024452672
210.7,316.1,0,185.7,0,977,689.3,28,37.81,0.881,3.65867794538081
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3,0.455,4.28082412916472
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73,1.09,3.28578653015083
140,164,128,237,6,869,656,28,35.23,1.693,3.58988750490699
540,0,0,173,0,1125,613,90,69.66,0.32,4.257879641931
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2,1.368,2.95491027903374
150.9,0,183.9,166.6,11.6,991.2,772.2,28,15.57,1.104,2.80759383143847
469,117.2,0,137.8,32.2,852.1,840.5,7,54.9,0.294,4.02356438016105
290.4,0,96.2,168.1,9.4,961.2,865,100,48.97,0.579,3.91142282535611
167,75.4,167,164,7.9,1007.3,770.1,100,56.81,0.982,4.05716177109438
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35,0.813,3.0130809118886
236,0,0,194,0,968,885,28,18.42,0.822,2.96630346286318
192,288,0,192,0,929.8,716.1,7,21.48,1,3.11262602502549
333,17.5,163,167,17.9,996,652,28,47.28,0.502,3.87701739622933
158.8,238.2,0,185.7,0,1040.6,734.3,28,21.07,1.169,3.09421922026864
252.3,0,98.8,146.3,14.2,987.8,889,28,50.6,0.58,3.94352167248752
446,24,79,162,11.6,967,712,7,38.02,0.363,3.66407433519497
254,0,0,198,0,968,863,365,29.79,0.78,3.42718996193641
349,0,0,192,0,1047,806,360,42.13,0.55,3.76421881065975
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61,0.746,2.8100049236252
251.4,0,118.3,188.5,5.8,1028.4,757.7,28,29.65,0.75,3.42263266238222
194.7,0,100.5,170.2,7.5,998,901.8,56,43.39,0.874,3.79301421884594
135,105,193,196,6,965,643,28,21.91,1.452,3.1315734964654
277.1,0,97.4,160.6,11.8,973.9,875.6,28,48.28,0.58,3.89751831922526
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,43.58,0.75,3.79728532795772
387,20,94,157,14.3,938,845,3,22.75,0.406,3.16758253048065
525,0,0,189,0,1125,613,3,33.8,0.36,3.54961738678043
151,0,185,167,16,1074,678,28,13.46,1.106,2.67138621673062
146.5,114.6,89.3,201.9,8.8,860,829.5,28,19.99,1.378,3.04404613383254
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3,0.455,4.38576962095272
313.3,145,0,178.5,8,1001.9,688.7,28,41.05,0.57,3.73885938641896
250.2,166.8,0,203.5,0,977.6,694.1,28,36.96,0.813,3.63653297374173
374,0,0,190,7,1013,730,28,39.05,0.508,3.69012867351437
146,230,0,202,3,827,872,28,33.06,1.384,3.52812367523454
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,0.937,3.46947888907856
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,20.92,0.85,3.08739946207981
400,0,0,187,0,1025,745,7,30.14,0.468,3.43849316640585
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,44.4,0.75,3.8155121050473
275,0,0,183,0,1088,808,28,24.5,0.665,3.23867845216438
540,0,0,173,0,1125,613,180,71.62,0.32,4.28524036598619
376,0,0,214.6,0,1003.5,762.4,56,36.3,0.571,3.61899332664977
314,0,113,170,10,925,783,28,38.46,0.541,3.67528750059447
298,0,107,164,13,953,784,28,35.86,0.55,3.60712695224168
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15,0.767,3.71722392712308
296,0,106.7,221.4,10.5,819.2,778.4,28,31.42,0.748,3.47877551630753
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73,0.767,3.07869379426834
153,102,0,192,0,888,943.1,3,4.78,1.255,1.75440368268429
314,145.3,113.2,178.9,8,869.1,690.2,28,46.23,0.57,3.85502928390803
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56,0.875,3.54269694393586
446,24,79,162,11.6,967,712,3,23.35,0.363,3.1925318495286
307,0,0,193,0,968,812,90,32.92,0.629,3.5240048109237
516,0,0,162,8.3,801,802,28,41.37,0.314,3.74644056463847
168,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,0.725,3.52193899935828
427.5,47.5,0,228,0,932,594,7,35.08,0.533,3.58573869519442
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,0.95,3.66867674679642
333,0,0,192,0,931.2,842.6,7,23.4,0.577,3.19458313229916
339,0,0,197,0,968,781,7,20.97,0.581,3.08967788639652
152,0,112,184,8,992,816,28,12.18,1.211,2.57870052907436
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,13.18,0.85,2.65183252110398
152.7,144.7,0,178.1,8,999.7,822.2,28,19.01,1.166,2.99623214859564
198.6,132.4,0,192,0,978.4,825.5,7,14.64,0.967,2.74983173511717
222.4,0,96.7,189.3,4.5,967.1,870.3,3,11.58,0.851,2.53210825127229
305,0,100,196,10,959,705,28,30.12,0.643,3.43785069931019
375,0,0,186,0,1038,758,7,26.06,0.496,3.29805662274264
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74,0.588,4.05595017423479
148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.7,1.298,3.20680324363393
272.8,105.1,81.8,209.7,9,904,679.7,28,37.17,0.769,3.64204986675714
424,22,132,168,8.9,822,750,3,32.11,0.396,3.49983535155915
359,19,141,154,10.9,942,801,7,38.61,0.429,3.67908161163383
332.5,142.5,0,228,0,932,594,28,33.02,0.686,3.52694858696772
380,95,0,228,0,932,594,28,36.45,0.6,3.62300670996323
446,24,79,162,11.6,967,712,7,52.01,0.363,3.97048057499971
108.3,162.4,0,203.5,0,938.2,849,7,7.72,1.879,2.16561923792089
249.1,0,98.8,158.1,12.8,987.8,889,14,28.68,0.635,3.39047341829918
389.9,189,0,145.9,22,944.7,755.8,7,59.09,0.374,4.09584343834584
250,0,95.7,191.8,5.3,948.9,857.2,14,24.66,0.767,3.24493335918749
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,17.57,0.724,2.92154737536461
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,1.061,3.8584112359795
182,45.2,122,170.2,8.2,1059.4,780.7,28,31.27,0.935,3.47413800606387
469,117.2,0,137.8,32.2,852.1,840.5,28,66.9,0.294,4.21803603456465
154,174,185,228,7,845,612,28,24.34,1.481,3.23238417489299
250,0,0,182,0,1100,820,28,20.87,0.728,3.08511583468868
200,133,0,192,0,965.4,806.2,28,30.44,0.96,3.44808096756101
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,0.91,3.42588999425253
164.2,0,200.1,181.2,12.6,849.3,846,28,15.09,1.104,2.77819796100429
382.5,0,0,185.7,0,1047.8,739.3,7,24.07,0.485,3.2216719121702
313,161,0,178,10,917,759,28,52.44,0.569,3.97855952922839
250,180,95,159,9.5,860,800,28,67.87,0.636,4.23222066955661
397,0,0,185,0,1040,734,28,39.09,0.466,3.69112692665442
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,1.694,3.58988750490699
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,38.56,0.851,3.67781850675451
331,170,0,195,8,811,802,28,56.61,0.589,4.05369616374429
229.7,0,118.2,195.2,6.1,1028.1,757.6,14,22.32,0.85,3.14931136148229
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2,0.361,3.91601502669768
385,0,0,186,0,966,763,1,6.27,0.483,1.98375629154543
238.1,0,94.1,186.7,7,949.9,847,14,25.69,0.784,3.28428896341643
325.6,166.4,0,174,8.9,881.6,790,28,61.24,0.534,4.13099787987014
337.9,189,0,174.9,9.5,944.7,755.8,91,67.8,0.518,4.2312037449393
222.4,0,96.7,189.3,4.5,967.1,870.3,28,24.89,0.851,3.25385679376345
212,0,124.8,159,7.8,1085.4,799.5,100,47.82,0.75,3.88814006496481
181.4,0,167,169.6,7.6,1055.6,777.8,56,35.57,0.935,3.59922823216129
531.3,0,0,141.8,28.2,852.1,893.7,56,58.8,0.267,4.09100566095659
337.9,189,0,174.9,9.5,944.7,755.8,7,35.1,0.518,3.58629286533884
302,0,0,203,0,974,817,28,21.75,0.672,3.12456514539696
313.3,262.2,0,175.5,8.6,1046.9,611.8,3,28.8,0.56,3.39450839351136
332.5,142.5,0,228,0,932,594,7,30.28,0.686,3.44297891567711
300,0,0,184,0,1075,795,7,15.58,0.613,2.80819714970715
337.9,189,0,174.9,9.5,944.7,755.8,3,24.1,0.518,3.22286784613774
388.6,97.1,0,157.9,12.1,852.1,925.7,7,34.9,0.406,3.58073729549423
491,26,123,201,3.9,822,699,3,29.55,0.409,3.4193646856176
165,0,143.6,163.8,0,1005.6,900.9,3,14.4,0.993,2.73436750941958
252.3,0,98.8,146.3,14.2,987.8,889,56,55.83,0.58,4.04006435530903
349,0,0,192,0,1056,809,3,15.87,0.55,2.82553689655788
427.5,47.5,0,228,0,932,594,270,43.01,0.533,3.784416880823
249.1,0,98.8,158.1,12.8,987.8,889,3,15.36,0.635,2.7948393311746
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63,0.913,3.16251709119882
132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,1.355,3.53543685687036
387,20,94,157,11.6,938,845,3,34.77,0.406,3.57710955327093
425,106.3,0,151.4,18.6,936,803.7,3,36.3,0.356,3.61899332664977
312.7,144.7,0,127.3,8,999.7,822.2,28,44.52,0.407,3.81815178981808
375,93.8,0,126.6,23.4,852.1,992.6,28,56.7,0.338,4.05525717351405
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.645,4.16713023194775
300,0,0,184,0,1075,795,28,26.85,0.613,3.32683296637329
162,190,148,179,19,838,741,28,33.76,1.105,3.54846730039719
310,0,0,192,0,970,850,180,37.33,0.619,3.64623287939246
310,0,0,192,0,1012,830,120,38.7,0.619,3.68135118769314
401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.7,0.367,4.31348009213877
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,0.85,4.00551334851548
153,145,113,178,8,1002,689,28,25.56,1.163,3.27940632460823
273,105,82,210,9,904,680,28,37.17,0.769,3.64204986675714
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,0.724,4.00660564791409
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,0.91,3.10413814739778
516,0,0,162,8.2,801,802,28,41.37,0.314,3.74644056463847
116,173,0,192,0,909.8,891.9,7,10.09,1.655,2.40604380136228
331,0,0,192,0,1025,821,7,17.44,0.58,2.91452221812845
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,39.61,0.85,3.70401434169821
155,0,143,193,9,1047,697,28,12.46,1.245,2.59972232421658
401.8,94.7,0,147.4,11.4,946.8,852.1,3,41.1,0.367,3.74004774068834
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83,0.616,3.98583093257287
158.4,0,194.9,219.7,11,897.7,712.9,28,8.54,1.387,2.2554934854602
265,111,86,195,6,833,790,28,41.54,0.736,3.75044480977209
237.5,237.5,0,228,0,932,594,270,38.41,0.96,3.67401959120691
290.4,0,96.2,168.1,9.4,961.2,865,3,22.5,0.579,3.15700042115011
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3,0.361,4.17899203628239
277.1,0,97.4,160.6,11.8,973.9,875.6,14,41.89,0.58,3.75863869852879
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.724,3.54673968695281
146,173,0,182,3,986,817,28,23.74,1.247,3.20842136696434
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2,0.361,3.91601502669768
500.1,0,0,200,3,1124.4,613.2,28,44.13,0.4,3.80954721383891
295.7,0,95.6,171.5,8.9,955.1,859.2,56,48.72,0.58,3.90640726664251
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,51.43,0.724,3.95947894658444
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,1.223,3.82012699072361
491,26,123,201,3.9,822,699,28,57.92,0.409,4.07618059159443
148.1,0,182.1,181.4,15,838.9,884.3,28,15.53,1.225,2.80517691183293
313.3,262.2,0,175.5,8.6,1046.9,611.8,91,66.6,0.56,4.21360798304892
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3,0.455,4.36054760299676
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16,0.767,3.74147190423311
212,0,124.8,159,7.8,1085.4,799.5,56,45.08,0.75,3.83037901638764
148,0,137,158,16,1002,830,28,17.95,1.068,2.94180393152844
393,0,0,192,0,940.6,785.6,28,39.6,0.489,3.70376806660769
286.3,200.9,0,144.7,11.2,1004.6,803.7,3,24.4,0.505,3.23474917402449
233.8,0,94.6,197.9,4.6,947,852.2,100,34.56,0.846,3.5712214106457
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.64,0.724,3.8636727444871
254,0,0,198,0,968,863,180,27.63,0.78,3.35445511911002
475,0,0,228,0,932,594,365,41.93,0.48,3.75957088223647
379.5,151.2,0,153.9,15.9,1134.3,605,91,56.5,0.406,4.0517849478033
355.9,0,141.6,193.3,11,801.4,778.4,28,40.87,0.543,3.73456958003105
153,145,0,178,8,1000,822,28,19.01,1.163,2.99623214859564
318,0,126,210,6,861,737,28,40.06,0.66,3.71503441159079
159.1,186.7,0,175.6,11.3,989.6,788.9,28,32.77,1.104,3.51957283439748
285,190,0,163,7.6,1031,685,28,53.58,0.572,3.99966751528019
379.5,151.2,0,153.9,15.9,1134.3,605,3,28.6,0.406,3.38777436133001
314,145,113,179,8,869,690,28,46.23,0.57,3.85502928390803
331,0,0,192,0,879,825,3,13.52,0.58,2.67552700939665
424,22,132,178,8.5,822,750,28,62.05,0.42,4.14392806241093
159,149,116,175,15,953,720,28,27.68,1.101,3.35620001573142
318.8,212.5,0,155.7,14.3,852.1,880.4,56,66.1,0.488,4.20618404397764
168,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,0.725,2.93492013415723
385,0,0,186,0,966,763,7,23.22,0.483,3.18717873812495
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,34.2,0.85,3.56104608260405
194.7,0,100.5,165.6,7.5,1006.4,905.9,14,24.99,0.851,3.2577118486534
239.6,359.4,0,185.7,0,941.6,664.3,28,39.44,0.775,3.69981939415227
310,0,0,192,0,970,850,360,38.11,0.619,3.66637818876742
181.4,0,167,169.6,7.6,1055.6,777.8,14,21.6,0.935,3.11794990627824
310,0,0,192,0,970,850,90,34.68,0.619,3.57459030771181
375,0,0,186,0,1038,758,28,38.21,0.496,3.66893181630424
310,0,0,192,0,970,850,7,14.99,0.619,2.77196352684586
297,0,0,186,0,1040,734,7,30.96,0.626,3.46448512089807
295.7,0,95.6,171.5,8.9,955.1,859.2,3,22.95,0.58,3.17596832385692
475,118.8,0,181.1,8.9,852.1,781.5,7,55.6,0.381,4.03600898520914
144,15,195,176,6,1021,709,28,15.34,1.222,2.79361608943186
446,24,79,162,10.3,967,712,56,54.77,0.363,4.02123609040146
321.4,0,127.9,182.5,11.5,870.1,779.7,28,37.27,0.568,3.64466629943761
350,0,0,203,0,974,775,7,18.13,0.58,2.95125778345216
313.3,145,0,178.5,8,867.2,824,28,40.93,0.57,3.73600156118267
316.1,210.7,0,185.7,0,977,689.3,7,24.44,0.587,3.23632273847192
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9,0.455,4.04129534113228
397,0,0,185.7,0,1040.6,734.3,28,33.08,0.468,3.52871070196111
540,0,0,173,0,1125,613,28,67.31,0.32,4.22405616874376
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,59.8,0.56,4.10758978897212
355,19,97,145,12.3,967,871,28,55.45,0.408,4.03335529059567
307,0,0,193,0,968,812,28,27.53,0.629,3.35095616522541
312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45,0.568,3.97874663747105
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5,1.433,2.86220088092947
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.724,4.05404326544858
143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73,1.334,3.42523937614239
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3,0.455,3.5918177412708
153,102,0,192,0,888,943.1,28,17.96,1.255,2.94233149682688
194.7,0,100.5,170.2,7.5,998,901.8,100,44.28,0.874,3.81286543389493
142,167,130,174,11,883,785,28,44.61,1.225,3.82012699072361
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38,0.681,3.47754094824949
133,200,0,192,0,927.4,839.2,90,36.59,1.444,3.62673805757609
387,20,94,157,11.6,938,845,7,41.67,0.406,3.75349609719991
389.9,189,0,145.9,22,944.7,755.8,91,82.6,0.374,4.42604352009066
332.5,142.5,0,228,0,932,594,270,40.27,0.686,3.72013584376449
190,190,0,228,0,932,670,90,42.33,1.2,3.76884523575182
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,56.85,0.58,4.05785345363969
166.1,0,163.3,176.5,4.5,1058.6,780.1,14,25.48,1.063,3.27638973106881
469,117.2,0,137.8,32.2,852.1,840.5,3,40.2,0.294,3.71843825635548
356,119,0,160,9,1061,657,28,59,0.449,4.0943445622221
307,0,0,193,0,968,812,365,36.15,0.629,3.61496377116377
200,133,0,192,0,965.4,806.2,7,17.17,0.96,2.89977188240808
313,145,0,178,8,867,824,28,44.39,0.569,3.81529181646837
251.8,0,99.9,146.1,12.4,1006,899.8,3,21.02,0.58,3.09195113129453
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,15.34,0.724,2.79361608943186
277,0,0,191,0,968,856,14,21.26,0.69,3.1027913458474
520,0,0,175,5.2,870,805,28,51.02,0.337,3.95162826002051
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,0.58,4.16106819426501
401.8,94.7,0,147.4,11.4,946.8,852.1,28,68.5,0.367,4.24132675257075
397,0,0,186,0,1040,734,28,36.94,0.469,3.63600596450687
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3,0.455,4.28082412916472
236,157,0,192,0,972.6,749.1,3,13.57,0.814,2.67896462020711
141.3,212,0,203.5,0,971.8,748.5,90,39.66,1.44,3.7052448082002
231.8,0,121.6,174,6.7,1056.4,778.5,28,33.73,0.751,3.54760386675598
349,0,0,192,0,1047,806,180,41.05,0.55,3.73885938641896
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,1.048,2.76883167336207
491,26,123,210,3.9,882,699,3,25.61,0.428,3.2812870849896
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,44.64,0.746,3.82078452499387
393,0,0,192,0,940,758,28,39.58,0.489,3.70327533439767
305.3,203.5,0,203.5,0,965.4,631,7,25.89,0.667,3.29175447028077
298,0,107,210,11,880,744,28,31.87,0.705,3.49256038767613
287,121,94,188,9,904,696,28,41.94,0.655,3.75980379245064
425,106.3,0,151.4,18.6,936,803.7,28,61.8,0.356,4.13995507347415
250.2,166.8,0,203.5,0,977.6,694.1,90,47.71,0.813,3.88588434781845
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,0.58,4.21685713669749
284,119.7,0,168.3,7.2,970.4,794.2,28,40.93,0.593,3.73600156118267
424,22,132,178,8.5,882,750,3,32.01,0.42,3.4968105458651
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,1.048,4.00113218049992
350,0,0,203,0,974,775,180,32.72,0.58,3.51809113313365
202,11,141,206,1.7,942,801,28,21.97,1.02,3.13418901670101
139.6,209.4,0,192,0,1047,806.9,28,28.24,1.375,3.37553763488158
238,0,0,185,0,1118,789,28,17.54,0.777,2.91993056013771
424,22,132,168,8.9,822,750,7,40.29,0.396,3.720620339898
239.6,359.4,0,185.7,0,941.6,664.3,7,25.42,0.775,3.27412129909418
401.8,94.7,0,147.4,11.4,946.8,852.1,91,75.5,0.367,4.33729074083249
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29,0.361,4.11561669749764
446,24,79,162,11.6,967,712,3,25.02,0.363,3.25886547308436
154,144,112,220,10,923,658,28,16.5,1.429,2.86220088092947
380,0,0,228,0,932,670,365,52.52,0.6,3.98005541581997
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,1.011,3.56218180106798
164,163,128,197,8,961,641,28,27.23,1.201,3.3403852422654
160,250,0,168,12,1049,688,28,39.45,1.05,3.7000666435045
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,1.048,3.74242022104197
165,0,143.6,163.8,0,1005.6,900.9,100,37.96,0.993,3.66253547877433
233.8,0,94.6,197.9,4.6,947,852.2,28,22.84,0.846,3.17136484219715
316.1,210.7,0,185.7,0,977,689.3,28,38.7,0.587,3.68135118769314
323.7,282.8,0,183.8,10.3,942.7,659.9,56,80.2,0.568,4.39691524716763
250,0,95.7,191.8,5.3,948.9,857.2,28,27.22,0.767,3.34003094642467
387,20,94,157,14.3,938,845,28,50.24,0.406,3.93652047702853
158,0,195,220,11,898,713,28,8.54,1.392,2.2554934854602
288,192,0,192,0,932,717.8,3,16.11,0.667,2.8396630879041
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,59.3,0.724,4.09933210373314
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,0.85,3.84395827451402
190.3,0,125.2,166.6,9.9,1079,798.9,3,12.55,0.875,2.60638654732571
313,0,0,178,8,1000,822,28,25.1,0.569,3.26193531432865
296,0,0,192,0,1085,765,90,29.39,0.649,3.4141136069287
359,19,141,154,10.9,942,801,28,62.94,0.429,4.1579451436317
153.1,145,113,178.5,8,867.2,824,28,26.23,1.166,3.30431930668567
298,0,107,186,6,879,815,28,42.64,0.624,3.77597416096487
140,133,103,200,7,916,753,28,36.44,1.429,3.62273965160939
139.6,209.4,0,192,0,1047,806.9,180,44.21,1.375,3.81131830130651
147,115,89,202,9,860,829,28,19.99,1.374,3.04404613383254
288,192,0,192,0,932,717.8,7,23.52,0.667,3.19948911106801
183.9,122.6,0,203.5,0,959.2,800,7,10.79,1.107,2.46725171454928
203.5,305.3,0,203.5,0,963.4,630,3,9.56,1,2.35707327827812
144.8,0,133.6,180.8,11.1,979.5,811.5,28,13.2,1.249,2.65324196460721
141.3,212,0,203.5,0,971.8,748.5,7,10.39,1.44,2.43273577745909
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.588,3.1315734964654
135,0,166,180,10,961,805,28,13.29,1.333,2.65955999194178
531.3,0,0,141.8,28.2,852.1,893.7,3,41.3,0.267,3.74478708605223
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28,0.65,3.81286543389493
342,38,0,228,0,932,670,270,55.06,0.667,4.02642254573664
540,0,0,173,0,1125,613,7,52.61,0.32,3.98173561783945
